Time, Value
324,6831,22,12092
324,697,22,12092
324,7107,22,12092
324,7248,22,12092
324,739,22,12092
324,7525,22,12092
324,7666,22,12092
324,7805,22,12092
324,7944,22,12092
324,8081,22,12092
324,8223,22,12092
324,8361,22,12092
324,85,22,12092
324,864,22,12092
324,8779,22,12092
324,8917,22,12092
324,9058,22,12092
324,9196,22,12092
324,9336,22,12092
324,9474,22,12092
324,9615,22,12092
324,9754,22,12092
324,9892,22,12092
325,0032,22,12092
325,0172,22,12092
325,0309,22,12092
325,045,22,12092
325,0589,22,12092
325,0727,22,12092
325,0868,22,12092
325,1008,22,12092
325,1147,22,12092
325,1284,22,12092
325,1425,22,12092
325,1564,22,12092
325,1701,22,12092
325,1843,22,12092
325,1982,22,12092
325,2119,22,12092
325,226,22,12092
325,24,22,12092
325,254,22,12092
325,2678,22,12092
325,2818,22,12092
325,2958,22,12092
325,3096,22,12092
325,3236,22,12092
325,3375,22,12092
325,3513,22,12092
325,3653,22,12092
325,3793,22,12092
325,3931,22,12092
325,4072,22,12092
325,421,22,12092
325,435,22,12092
325,4489,22,12092
325,4629,22,12092
325,4769,22,12092
325,4907,22,12092
325,5047,22,12092
325,5187,22,12092
325,5324,22,12092
325,5466,22,12092
325,5605,22,12092
325,5744,22,12092
325,5881,22,12092
325,6025,22,12092
325,6162,22,12092
325,63,22,12092
325,6441,22,12092
325,658,22,12092
325,6718,22,12092
325,6859,22,12092
325,6998,22,12092
325,7137,22,12092
325,7275,22,12092
325,7416,22,12092
325,7556,22,12092
325,7694,22,12092
325,7833,22,12092
325,7973,22,12092
325,8111,22,12092
325,8251,22,12092
325,8391,22,12092
325,8528,22,12092
325,8668,22,12092
325,8809,22,12092
325,8947,22,12092
325,9085,22,12092
325,9226,22,12092
325,9366,22,12092
325,9503,22,12092
325,9644,22,12092
325,9784,22,12092
325,9921,22,12092
326,0062,22,12092
326,0201,22,12092
326,0339,22,12092
326,0477,22,12092
326,0618,22,12092
326,0757,22,12092
326,0893,22,12092
326,1035,22,12092
326,1173,22,12092
326,1311,22,12092
326,1451,22,12092
326,1592,22,12092
326,1729,22,12092
326,187,22,12092
326,201,22,12092
326,2149,22,12092
326,2286,22,12092
326,2428,22,12092
326,2567,22,12092
326,2706,22,12092
326,2846,22,12092
326,2985,22,12092
326,3122,22,12092
326,3261,22,12092
326,3399,22,12092
326,3538,22,12092
326,3676,22,12092
326,3814,22,12092
326,3952,22,12092
326,4088,22,12092
326,4229,22,12092
326,4368,22,12092
326,4503,22,12092
326,4643,22,12092
326,4782,22,12092
326,4919,22,12092
326,5059,22,12092
326,5197,22,12092
326,5335,22,12092
326,5472,22,12092
326,5612,22,12092
326,5751,22,12092
326,5888,22,12092
326,6027,22,12092
326,6165,22,12092
326,6301,22,12092
326,644,22,12092
326,6579,22,12092
326,6715,22,12092
326,6853,22,12092
326,6991,22,12092
326,7126,22,12092
326,7266,22,12092
326,7404,22,12092
326,7542,22,12092
326,7678,22,12092
326,7818,22,12092
326,7956,22,12092
326,8092,22,12092
326,8234,22,12092
326,8372,22,12092
326,8511,22,12092
326,865,22,12092
326,879,22,12092
326,8928,22,12092
326,9069,22,12092
326,9207,22,12092
326,9345,22,12092
326,9484,22,12092
326,9625,22,12092
326,9765,22,12092
326,9903,22,12092
327,0042,22,12092
327,0182,22,12092
327,0319,22,12092
327,0459,22,12092
327,0599,22,12092
327,0738,22,12092
327,0876,22,12092
327,1016,22,12092
327,1156,22,12092
327,1293,22,12092
327,1434,22,12092
327,1573,22,12092
327,1711,22,12092
327,1851,22,12092
327,1992,22,12092
327,213,22,12092
327,227,22,12092
327,241,22,12092
327,2549,22,12092
327,2686,22,12092
327,2828,22,12092
327,2967,22,12092
327,3107,22,12092
327,3249,22,12092
327,339,22,12092
327,3529,22,12092
327,3669,22,12092
327,3809,22,12092
327,3947,22,12092
327,4085,22,12092
327,4225,22,12092
327,4365,22,12092
327,4502,22,12092
327,4641,22,12092
327,4781,22,12092
327,4918,22,12092
327,5058,22,12092
327,5198,22,12092
327,5337,22,12092
327,5475,22,16234
327,5615,22,20376
327,5755,22,47811
327,5894,22,84069
327,6034,23,21299
327,6176,23,58562
327,6311,23,95927
327,645,24,33458
327,659,24,71049
327,6729,25,0875
327,6867,25,46519
327,7007,25,84354
327,7145,26,22608
327,7283,26,61702
327,7424,27,01396
327,7563,27,43104
327,7702,27,86975
327,7842,28,32058
327,7981,28,76525
327,812,29,19174
327,826,29,59943
327,8398,29,97631
327,8537,30,30488
327,8676,30,63346
327,8817,30,92426
327,8957,30,92426
327,9093,30,92426
327,9234,30,92426
327,9374,30,92426
327,9511,30,92426
327,9653,30,92426
327,9792,30,92426
327,993,30,92426
328,0071,30,92426
328,021,30,92426
328,0349,30,92426
328,0488,30,92426
328,0628,30,92426
328,0768,30,92426
328,0906,30,92426
328,1046,30,92426
328,1186,30,92426
328,1324,30,92426
328,1464,30,92426
328,1603,30,92426
328,1743,30,92426
328,188,30,92426
328,2021,30,92426
328,2161,30,92426
328,23,30,92426
328,2439,30,92426
328,2578,30,92426
328,2716,30,92426
328,2857,30,92426
328,2996,30,92426
328,3134,30,92426
328,3272,30,92426
328,3415,30,92426
328,3557,30,92426
328,3693,30,92426
328,3835,30,92426
328,3973,30,92426
328,4108,30,92426
328,4248,30,92426
328,4385,30,92426
328,4521,30,92426
328,4666,30,92426
328,48,30,92426
328,4939,30,92426
328,5077,30,92426
328,5215,30,92426
328,5354,30,92426
328,5492,30,92426
328,5634,30,92426
328,5773,30,92426
328,5911,30,92426
328,6051,30,92426
328,6191,30,92426
328,6329,30,92426
328,6469,30,92426
328,6607,30,92426
328,6746,30,92426
328,6884,30,92426
328,7025,30,92426
328,7165,30,92426
328,7303,30,92426
328,7444,30,92426
328,7582,30,92426
328,772,30,92426
328,7861,30,92426
328,8001,30,92426
328,814,31,08248
328,8278,31,39367
328,8418,31,70485
328,8558,32,05279
328,8694,32,40133
328,8836,32,74968
328,8976,33,09811
328,9114,33,44654
328,9255,33,79746
328,9395,34,14931
328,9533,34,40541
328,967,34,58714
328,981,34,58714
328,995,34,58714
329,0087,34,58714
329,0229,34,58714
329,0368,34,58714
329,0506,34,58714
329,0647,34,58714
329,0845,34,58714
329,0927,34,58714
329,1079,34,58714
329,1219,34,58714
329,1355,34,58714
329,149,34,58714
329,1628,34,58714
329,1766,34,58714
329,1902,34,58714
329,2041,34,58714
329,218,34,58714
329,2316,34,58714
329,2457,34,58714
329,2595,34,58714
329,2735,34,58714
329,2871,34,58714
329,3011,34,58714
329,315,34,58714
329,3288,34,58714
329,3427,34,58714
329,3567,34,58714
329,3705,34,58714
329,3847,34,58714
329,3987,34,58714
329,4126,34,58714
329,4267,34,58714
329,4407,34,58714
329,4547,34,58714
329,4684,34,58714
329,4824,34,58714
329,4963,34,58714
329,5101,34,58714
329,5243,34,58714
329,5382,34,58714
329,552,34,58714
329,5661,34,58714
329,5802,34,58714
329,594,34,58714
329,6078,34,58714
329,622,34,58714
329,6358,34,58714
329,6497,34,58714
329,6638,34,58714
329,6776,34,58714
329,6916,34,58714
329,7055,34,58714
329,7194,34,58714
329,7335,34,58714
329,7473,34,58714
329,7614,34,58714
329,7753,34,58714
329,7891,34,58714
329,8031,34,58714
329,8171,34,58714
329,8309,34,58714
329,8451,34,58714
329,8589,34,58714
329,8729,34,58714
329,8869,34,58714
329,9008,34,58714
329,9148,34,58714
329,9284,34,58714
329,9424,34,58714
329,9565,34,58714
329,9703,34,58714
329,9843,34,58714
329,9984,34,58714
330,0121,34,58714
330,0262,34,58714
330,0403,34,58714
330,054,34,58714
330,0678,34,58714
330,0819,34,58714
330,0959,34,58714
330,1096,34,58714
330,1238,34,58714
330,1378,34,58714
330,1515,34,58714
330,1656,34,58714
330,1796,34,58714
330,1935,34,58714
330,2073,34,58714
330,2213,34,58714
330,2351,34,58714
330,2489,34,58714
330,263,34,58714
330,2768,34,58714
330,2907,34,58714
330,3047,34,58714
330,3185,34,58714
330,3323,34,58714
330,3465,34,58714
330,3603,34,58714
330,3744,34,58714
330,3881,34,58714
330,402,34,58714
330,4159,34,58714
330,4296,34,58714
330,4435,34,58714
330,4575,34,58714
330,4712,34,58714
330,4851,34,58714
330,4991,34,58714
330,513,34,58714
330,5269,34,58714
330,5409,34,58714
330,5548,34,58714
330,5685,34,58714
330,5826,34,58714
330,5966,34,58714
330,6103,34,58714
330,6244,34,58714
330,6382,34,58714
330,652,34,58714
330,6657,34,58714
330,6796,34,58714
330,6935,34,58714
330,7073,34,58714
330,7214,34,58714
330,7352,34,58714
330,7492,34,58714
330,7632,34,58714
330,7771,34,58714
330,7909,34,58714
330,805,34,58714
330,8188,34,58714
330,8327,34,58714
330,8468,34,58714
330,8607,34,58714
330,8746,34,58714
330,8884,34,58714
330,9024,34,58714
330,9164,34,58714
330,9302,34,58714
330,9443,34,58714
330,9585,34,58714
330,9723,34,58714
330,9865,34,58714
331,0004,34,58714
331,0143,34,58714
331,0281,34,58714
331,0423,34,58714
331,0561,34,58714
331,0699,34,58714
331,084,34,58714
331,0978,34,58714
331,1116,34,58714
331,1256,34,58714
331,1396,34,58714
331,1533,34,58714
331,1671,34,58714
331,1812,34,58714
331,1951,34,58714
331,2089,34,58714
331,223,34,58714
331,237,34,58714
331,2507,34,58714
331,265,34,58714
331,2787,34,58714
331,2926,34,58714
331,3066,34,58714
331,3204,34,58714
331,3343,34,58714
331,3481,34,58714
331,3622,34,58714
331,3762,34,58714
331,39,34,58714
331,404,34,58714
331,4181,34,58714
331,4318,34,58714
331,4458,34,58714
331,4598,34,58714
331,4738,34,58714
331,4874,34,58714
331,5015,34,58714
331,5154,34,58714
331,5293,34,58714
331,5434,34,58714
331,5573,34,58714
331,5712,34,58714
331,5852,34,58714
331,599,34,58714
331,6127,34,58714
331,6267,34,58714
331,6408,34,58714
331,6547,34,58714
331,6686,34,58714
331,6826,34,58714
331,6966,34,58714
331,7102,34,58714
331,7243,34,58714
331,7382,34,58714
331,7519,34,58714
331,766,34,58714
331,78,34,58714
331,7939,34,58714
331,8077,34,58714
331,8217,34,58714
331,8357,34,58714
331,8495,34,58714
331,8636,34,58714
331,8775,34,58714
331,8912,34,58714
331,9053,34,58714
331,9192,34,58714
331,9331,34,58714
331,9473,34,58714
331,9612,34,58714
331,9755,34,58714
331,9892,34,58714
332,0029,34,58714
332,0166,34,58714
332,0303,34,58714
332,0441,34,58714
332,0579,34,58714
332,0716,34,58714
332,0855,34,58714
332,0994,34,58714
332,1132,34,58714
332,1272,34,58714
332,141,34,58714
332,155,34,58714
332,1687,34,58714
332,1829,34,58714
332,1968,34,58714
332,2104,34,58714
332,2244,34,58714
332,2383,34,58714
332,252,34,58714
332,2661,34,58714
332,2802,34,58714
332,294,34,58714
332,3078,34,58714
332,3218,34,58714
332,3358,34,58714
332,3495,34,58714
332,3636,34,58714
332,3775,34,58714
332,3914,34,58714
332,4055,34,58714
332,4193,34,58714
332,4331,34,58714
332,4473,34,58714
332,4611,34,58714
332,475,34,58714
332,4889,34,58714
332,5029,34,58714
332,5168,34,58714
332,5307,34,58714
332,5448,34,58714
332,5587,34,58714
332,5725,34,58714
332,5865,34,58714
332,6005,34,58714
332,6144,34,58714
332,6282,34,58714
332,6423,34,58714
332,6562,34,58714
332,67,34,58714
332,6842,34,58714
332,6981,34,58714
332,7118,34,58714
332,7258,34,58714
332,7398,34,58714
332,7537,34,58714
332,7675,34,58714
332,7816,34,58714
332,7956,34,58714
332,8094,34,58714
332,8235,34,58714
332,8375,34,58714
332,8512,34,58714
332,8654,34,58714
332,8793,34,58714
332,8931,34,58714
332,9073,34,58714
332,9213,34,58714
332,9352,34,58714
332,9492,34,58714
332,9632,34,58714
332,9772,34,58714
332,991,34,58714
333,0051,34,58714
333,019,34,58714
333,0329,34,58714
333,047,34,58714
333,061,34,58714
333,0749,34,58714
333,0887,34,58714
333,1027,34,58714
333,1165,34,58714
333,1304,34,58714
333,1445,34,58714
333,1585,34,58714
333,1722,34,58714
333,1862,34,58714
333,2002,34,58714
333,2142,34,58714
333,228,34,58714
333,242,34,58714
333,2561,34,58714
333,2697,34,58714
333,284,34,58714
333,298,34,58714
333,3118,34,58714
333,3259,34,58714
333,3398,34,58714
333,3537,34,58714
333,3676,34,58714
333,3818,34,58714
333,3955,34,58714
333,4093,34,58714
333,4235,34,58714
333,4372,34,58714
333,4509,34,58714
333,465,34,58714
333,4789,34,58714
333,4927,34,58714
333,5068,34,58714
333,5208,34,58714
333,5346,34,58714
333,5484,34,58714
333,5626,34,58714
333,5764,34,58714
333,5905,34,58714
333,6044,34,58714
333,6181,34,58714
333,6321,34,58714
333,6462,34,58714
333,66,34,58714
333,674,34,58714
333,6878,34,58714
333,702,34,58714
333,7159,34,58714
333,7295,34,58714
333,7436,34,58714
333,7576,34,58714
333,7713,34,58714
333,7854,34,58714
333,7993,34,58714
333,8131,34,58714
333,8271,34,58714
333,8411,34,58714
333,855,34,58714
333,8689,34,58714
333,883,34,58714
333,8969,34,58714
333,9108,34,58714
333,9249,34,58714
333,9388,34,58714
333,9523,34,58714
333,9662,34,58714
333,9801,34,58714
333,9941,34,58714
334,0079,34,58714
334,022,34,58714
334,0358,34,58714
334,0496,34,58714
334,0637,34,58714
334,0776,34,58714
334,0915,34,58714
334,1055,34,58714
334,1194,34,58714
334,1332,34,58714
334,1474,34,58714
334,1613,34,58714
334,1753,34,58714
334,189,34,58714
334,2031,34,58714
334,217,34,58714
334,2308,34,58714
334,2448,34,58714
334,2588,34,58714
334,2726,34,58714
334,2866,34,58714
334,3006,34,58714
334,3145,34,58714
334,3283,34,58714
334,3423,34,58714
334,3563,34,58714
334,3701,34,58714
334,3841,34,58714
334,3981,34,58714
334,4119,34,58714
334,4259,34,58714
334,44,34,58714
334,4537,34,58714
334,4675,34,58714
334,4816,34,58714
334,4955,34,58714
334,5093,34,58714
334,5234,34,58714
334,5374,34,58714
334,551,34,58714
334,5651,34,58714
334,5791,34,58714
334,5929,34,58714
334,6068,34,58714
334,6208,34,58714
334,6348,34,58714
334,6485,34,58714
334,6626,34,58714
334,6765,34,58714
334,6902,34,58714
334,7047,34,58714
334,7184,34,58714
334,7322,34,58714
334,7462,34,58714
334,7602,34,58714
334,7741,34,58714
334,7878,34,58714
334,8019,34,58714
334,8159,34,58714
334,8297,34,58714
334,8436,34,58714
334,8576,34,58714
334,8715,34,58714
334,8856,34,58714
334,8993,34,58714
334,9131,34,58714
334,9272,34,58714
334,9413,34,58714
334,9552,34,58714
334,9689,34,58714
334,9829,34,58714
334,9968,34,58714
335,0107,34,58714
335,0247,34,58714
335,0386,34,58714
335,0524,34,58714
335,0665,34,58714
335,0805,34,58714
335,0944,34,58714
335,1081,34,58714
335,1223,34,58714
335,136,34,58714
335,1498,34,58714
335,164,34,58714
335,178,34,58714
335,1918,34,58714
335,2057,34,58714
335,2196,34,58714
335,2334,34,58714
335,2475,34,58714
335,2615,34,58714
335,2754,34,58714
335,2891,34,58714
335,3033,34,58714
335,3172,34,58714
335,3309,34,58714
335,3449,34,58714
335,359,34,58714
335,373,34,58714
335,3873,34,58714
335,4012,34,58714
335,4153,34,58714
335,4289,34,58714
335,443,34,58714
335,4568,34,58714
335,4707,34,58714
335,4846,34,58714
335,4984,34,58714
335,5121,34,58714
335,5262,34,58714
335,5402,34,58714
335,5541,34,58714
335,5678,34,58714
335,5819,34,58714
335,5958,34,58714
335,6095,34,58714
335,6237,34,58714
335,6376,34,58714
335,6513,34,58714
335,6655,34,58714
335,6794,34,58714
335,6932,34,58714
335,7073,34,58714
335,7214,34,58714
335,7351,34,58714
335,7489,34,58714
335,763,34,58714
335,777,34,58714
335,7906,34,58714
335,8046,34,58714
335,8187,34,58714
335,8324,34,58714
335,8464,34,58714
335,8604,34,58714
335,8743,34,58714
335,8881,34,58714
335,9021,34,58714
335,916,34,58714
335,9298,34,58714
335,9439,34,58714
335,9578,34,58714
335,9717,34,58714
335,9857,34,58714
335,9996,34,58714
336,0136,34,58714
336,0274,34,58714
336,0414,34,58714
336,0553,34,58714
336,0692,34,58714
336,0831,34,58714
336,0971,34,58714
336,111,34,58714
336,125,34,58714
336,1389,34,58714
336,1528,34,58714
336,1669,34,58714
336,1808,34,58714
336,1948,34,58714
336,2085,34,58714
336,2225,34,58714
336,2364,34,58714
336,2503,34,58714
336,2644,34,58714
336,2783,34,58714
336,2921,34,58714
336,3062,34,58714
336,3202,34,58714
336,334,34,58714
336,3478,34,58714
336,3679,34,58714
336,376,34,58714
336,3912,34,58714
336,4052,34,58714
336,4187,34,58714
336,4323,34,58714
336,4461,34,58714
336,4599,34,58714
336,4736,34,58714
336,4872,34,58714
336,5012,34,58714
336,515,34,58714
336,5287,34,58714
336,5428,34,58714
336,5566,34,58714
336,5704,34,58714
336,5844,34,58714
336,5982,34,58714
336,6121,34,58714
336,6261,34,58714
336,64,34,58714
336,6539,34,58714
336,6676,34,58714
336,6817,34,58714
336,6957,34,58714
336,7094,34,58714
336,7235,34,58714
336,7379,34,58714
336,7513,34,58714
336,7653,34,58714
336,7792,34,58714
336,7928,34,58714
336,8069,34,58714
336,8209,34,58714
336,8348,34,58714
336,8487,34,58714
336,8627,34,58714
336,8767,34,58714
336,8904,34,58714
336,9044,34,58714
336,9183,34,58714
336,9323,34,58714
336,9463,34,58714
336,9603,34,58714
336,9742,34,58714
336,988,34,58714
337,002,34,58714
337,016,34,58714
337,0297,34,58714
337,0438,34,58714
337,0577,34,58714
337,0714,34,58714
337,0855,34,58714
337,0995,34,58714
337,1135,34,58714
337,1272,34,58714
337,1413,34,58714
337,1552,34,58714
337,169,34,58714
337,183,34,58714
337,1971,34,58714
337,2108,34,58714
337,2249,34,58714
337,2389,34,58714
337,2526,34,58714
337,2666,34,58714
337,2807,34,58714
337,2945,34,58714
337,3082,34,58714
337,3223,34,58714
337,3361,34,58714
337,3499,34,58714
337,3641,34,58714
337,378,34,58714
337,3919,34,58714
337,4059,34,58714
337,4199,34,58714
337,4338,34,58714
337,4475,34,58714
337,4616,34,58714
337,4756,34,58714
337,4893,34,58714
337,5034,34,58714
337,5173,34,58714
337,5311,34,58714
337,5453,34,58714
337,5591,34,58714
337,5729,34,58714
337,5869,34,58714
337,6009,34,58714
337,6148,34,58714
337,6286,34,58714
337,6426,34,58714
337,6565,34,58714
337,6703,34,58714
337,6843,34,58714
337,6984,34,58714
337,7122,34,58714
337,7262,34,58714
337,7401,34,58714
337,7544,34,58714
337,768,34,58714
337,7819,34,58714
337,7958,34,58714
337,8096,34,58714
337,8238,34,58714
337,8377,34,58714
337,8514,34,58714
337,8655,34,58714
337,8794,34,58714
337,8932,34,58714
337,9073,34,58714
337,9212,34,58714
337,9352,34,58714
337,949,34,58714
337,963,34,58714
337,977,34,58714
337,9907,34,58714
338,0049,34,58714
338,0188,34,58714
338,0325,34,58714
338,0467,34,58714
338,0606,34,58714
338,0746,34,58714
338,0884,34,58714
338,1024,34,58714
338,1164,34,58714
338,1302,34,58714
338,1443,34,58714
338,1582,34,58714
338,172,34,58714
338,1861,34,58714
338,2,34,58714
338,214,34,58714
338,2277,34,58714
338,2419,34,58714
338,2557,34,58714
338,2694,34,58714
338,2835,34,58714
338,2974,34,58714
338,3114,34,58714
338,3253,34,58714
338,3392,34,58714
338,353,34,58714
338,367,34,58714
338,381,34,58714
338,3949,34,58714
338,409,34,58714
338,4229,34,58714
338,4366,34,58714
338,4503,34,58714
338,4645,34,58714
338,4784,34,58714
338,4922,34,58714
338,5063,34,58714
338,5202,34,58714
338,5341,34,58714
338,5479,34,58714
338,562,34,58714
338,5758,34,58714
338,5895,34,58714
338,6037,34,58714
338,6176,34,58714
338,6314,34,58714
338,6455,34,58714
338,6593,34,58714
338,6733,34,58714
338,6873,34,58714
338,7012,34,58714
338,7151,34,58714
338,729,34,58714
338,7431,34,58714
338,757,34,58714
338,7709,34,58714
338,7849,34,58714
338,7987,34,58714
338,8125,34,58714
338,8266,34,58714
338,8406,34,58714
338,8544,34,58714
338,8682,34,58714
338,8824,34,58714
338,8963,34,58714
338,91,34,58714
338,9242,34,58714
338,9381,34,58714
338,9517,34,58714
338,966,34,58714
338,9799,34,58714
338,9938,34,58714
339,0076,34,58714
339,0217,34,58714
339,0355,34,58714
339,0493,34,58714
339,0635,34,58714
339,0776,34,58714
339,0912,34,58714
339,1054,34,58714
339,1193,34,58714
339,1331,34,58714
339,1471,34,58714
339,1612,34,58714
339,175,34,58714
339,1888,34,58714
339,2028,34,58714
339,2168,34,58714
339,2307,34,58714
339,2446,34,58714
339,2585,34,58714
339,2724,34,58714
339,2864,34,58714
339,3003,34,58714
339,3142,34,58714
339,328,34,58714
339,342,34,58714
339,356,34,58714
339,3698,34,58714
339,3839,34,58714
339,3978,34,58714
339,4115,34,58714
339,4256,34,58714
339,4396,34,58714
339,4533,34,58714
339,4671,34,58714
339,4812,34,58714
339,4952,34,58714
339,5089,34,58714
339,5231,34,58714
339,537,34,58714
339,5508,34,58714
339,5648,34,58714
339,5788,34,58714
339,5926,34,58714
339,6067,34,58714
339,6208,34,58714
339,6345,34,58714
339,6484,34,58714
339,6624,34,58714
339,6763,34,58714
339,6902,34,58714
339,7042,34,58714
339,718,34,58714
339,7316,34,58714
339,7456,34,58714
339,7596,34,58714
339,7736,34,58714
339,7875,34,58714
339,8016,34,58714
339,8154,34,58714
339,8293,34,58714
339,8434,34,58714
339,8573,34,58714
339,8712,34,58714
339,8852,34,58714
339,8992,34,58714
339,9131,34,58714
339,9271,34,58714
339,9411,34,58714
339,955,34,58714
339,9688,34,58714
339,9828,34,58714
339,9968,34,58714
340,0105,34,58714
340,0245,34,58714
340,0385,34,58714
340,0523,34,58714
340,0665,34,58714
340,0804,34,58714
340,0942,34,58714
340,108,34,58714
340,1221,34,58714
340,136,34,58714
340,1498,34,58714
340,1639,34,58714
340,1778,34,58714
340,1916,34,58714
340,2057,34,58714
340,2196,34,58714
340,2336,34,58714
340,2474,34,58714
340,2614,34,58714
340,2754,34,58714
340,2892,34,58714
340,3033,34,58714
340,317,34,58714
340,3309,34,58714
340,345,34,58714
340,3589,34,58714
340,3728,34,58714
340,3869,34,58714
340,4008,34,58714
340,4147,34,58714
340,4285,34,58714
340,4425,34,58714
340,4565,34,58714
340,4701,34,58714
340,4843,34,58714
340,4982,34,58714
340,512,34,58714
340,5261,34,58714
340,5401,34,58714
340,5539,34,58714
340,5676,34,58714
340,5817,34,58714
340,5957,34,58714
340,6095,34,58714
340,6235,34,58714
340,6374,34,58714
340,6512,34,58714
340,6653,34,58714
340,6793,34,58714
340,693,34,58714
340,707,34,58714
340,7211,34,58714
340,735,34,58714
340,7488,34,58714
340,7628,34,58714
340,7768,34,58714
340,7906,34,58714
340,8052,34,58714
340,8187,34,58714
340,8324,34,58714
340,8466,34,58714
340,8607,34,58714
340,8747,34,58714
340,8885,34,58714
340,9025,34,58714
340,9164,34,58714
340,9302,34,58714
340,9442,34,58714
340,9579,34,58714
340,9718,34,58714
340,9857,34,58714
340,9996,34,58714
341,0135,34,58714
341,0273,34,58714
341,0414,34,58714
341,0552,34,58714
341,0689,34,58714
341,083,34,58714
341,0969,34,58714
341,1107,34,58714
341,1247,34,58714
341,1385,34,58714
341,1523,34,58714
341,1665,34,58714
341,1804,34,58714
341,1944,34,58714
341,2082,34,58714
341,2223,34,58714
341,2361,34,58714
341,2498,34,58714
341,2639,34,58714
341,2779,34,58714
341,2916,34,58714
341,3058,34,58714
341,3195,34,58714
341,3334,34,58714
341,3474,34,58714
341,3613,34,58714
341,3753,34,58714
341,3891,34,58714
341,4031,34,58714
341,417,34,58714
341,4308,34,58714
341,4448,34,58714
341,4587,34,58714
341,4725,34,58714
341,4865,34,58714
341,5006,34,58714
341,5145,34,58714
341,5284,34,58714
341,5423,34,58714
341,5562,34,58714
341,57,34,58714
341,5842,34,58714
341,598,34,58714
341,6118,34,58714
341,6259,34,58714
341,6398,34,58714
341,6541,34,58714
341,6676,34,58714
341,6817,34,58714
341,6955,34,58714
341,7092,34,58714
341,7234,34,58714
341,7376,34,58714
341,7512,34,58714
341,7651,34,58714
341,7791,34,58714
341,7929,34,58714
341,8069,34,58714
341,8211,34,58714
341,835,34,58714
341,8486,34,58714
341,8627,34,58714
341,8766,34,58714
341,8904,34,58714
341,9044,34,58714
341,9184,34,58714
341,9322,34,58714
341,9463,34,58714
341,9602,34,58714
341,9741,34,58714
341,988,34,58714
342,002,34,58714
342,0159,34,58714
342,0297,34,58714
342,0437,34,58714
342,0577,34,58714
342,0715,34,58714
342,0856,34,58714
342,0995,34,58714
342,1135,34,58714
342,1273,34,58714
342,1414,34,58714
342,1553,34,58714
342,1689,34,58714
342,1831,34,58714
342,197,34,58714
342,2108,34,58714
342,2249,34,58714
342,2389,34,58714
342,2525,34,58714
342,2668,34,58714
342,2808,34,58714
342,2947,34,58714
342,3083,34,58714
342,3224,34,58714
342,3364,34,58714
342,3501,34,58714
342,3642,34,58714
342,3782,34,58714
342,3919,34,58714
342,4059,34,58714
342,4199,34,58714
342,4338,34,58714
342,4478,34,58714
342,4616,34,58714
342,4756,34,58714
342,4894,34,58714
342,5035,34,58714
342,5175,34,58714
342,5312,34,58714
342,5453,34,58714
342,5593,34,58714
342,5731,34,58714
342,5871,34,58714
342,6012,34,58714
342,6151,34,58714
342,6288,34,58714
342,6429,34,58714
342,6569,34,58714
342,6707,34,58714
342,6847,34,58714
342,6987,34,58714
342,7125,34,58714
342,7266,34,58714
342,7406,34,58714
342,7545,34,58714
342,7682,34,58714
342,7824,34,58714
342,7963,34,58714
342,8101,34,58714
342,8242,34,58714
342,8383,34,58714
342,8518,34,58714
342,866,34,58714
342,8799,34,58714
342,8939,34,58714
342,9077,34,58714
342,9217,34,58714
342,9355,34,58714
342,9494,34,58714
342,9635,34,58714
342,9773,34,58714
342,9911,34,58714
343,0051,34,58714
343,0191,34,58714
343,0329,34,58714
343,047,34,58714
343,0609,34,58714
343,0747,34,58714
343,0886,34,58714
343,1026,34,58714
343,1166,34,58714
343,1304,34,58714
343,1445,34,58714
343,1584,34,58714
343,1722,34,58714
343,1862,34,58714
343,2002,34,58714
343,2142,34,58714
343,2278,34,58714
343,2419,34,58714
343,2559,34,58714
343,2696,34,58714
343,2838,34,58714
343,2977,34,58714
343,3114,34,58714
343,3255,34,58714
343,3396,34,58714
343,3534,34,58714
343,3672,34,58714
343,3812,34,58714
343,3952,34,58714
343,4089,34,58714
343,4231,34,58714
343,4372,34,58714
343,4509,34,58714
343,4648,34,58714
343,4789,34,58714
343,4927,34,58714
343,507,34,58714
343,5209,34,58714
343,5347,34,58714
343,5486,34,58714
343,5625,34,58714
343,5765,34,58714
343,5902,34,58714
343,6043,34,58714
343,6183,34,58714
343,6319,34,58714
343,6458,34,58714
343,6597,34,58714
343,6737,34,58714
343,6874,34,58714
343,7015,34,58714
343,7154,34,58714
343,7352,34,58714
343,7434,34,58714
343,7586,34,58714
343,7724,34,58714
343,7862,34,58714
343,7998,34,58714
343,8135,34,58714
343,8271,34,58714
343,8411,34,58714
343,8549,34,58714
343,8684,34,58714
343,8824,34,58714
343,8963,34,58714
343,91,34,58714
343,924,34,58714
343,938,34,58714
343,9518,34,58714
343,9657,34,58714
343,9796,34,58714
343,9935,34,58714
344,0074,34,58714
344,0213,34,58714
344,0353,34,58714
344,049,34,58714
344,0631,34,58714
344,0771,34,58714
344,0908,34,58714
344,1049,34,58714
344,1189,34,58714
344,1326,34,58714
344,1465,34,58714
344,1606,34,58714
344,1746,34,58714
344,1884,34,58714
344,2024,34,58714
344,2163,34,58714
344,2301,34,58714
344,2443,34,58714
344,2581,34,58714
344,2719,34,58714
344,2859,34,58714
344,2999,34,58714
344,3138,34,58714
344,3276,34,58714
344,3417,34,58714
344,3556,34,58714
